T2,T3,T4,T5,T6,T7,T8
0.609650145,0.624120116,0.661967698,0.584737941,0.609586801,0.612947853,0.587209334
0.613021816,0.62957014,0.661173044,0.550163557,0.561793351,0.564583599,0.543797992
0.614335346,0.633824977,0.658984789,0.522032784,0.523156608,0.525496485,0.508622915
0.614008572,0.636702972,0.656062395,0.499130587,0.491837637,0.493818657,0.480065529
0.612484325,0.638226099,0.652737341,0.480378779,0.466354866,0.468051098,0.456777073
0.610123455,0.638528087,0.649169837,0.464903137,0.445503433,0.446974864,0.437662182
0.607187419,0.637786824,0.645435528,0.452007753,0.428313047,0.429607553,0.42184211
0.603854182,0.636184171,0.641572235,0.441141729,0.414009003,0.415164739,0.408617415
0.602194378,0.629063687,0.613918212,0.633627073,0.413775294,0.403023986,0.494712055
0.589823572,0.613208765,0.582075237,0.656232835,0.54950543,0.545045502,0.584136715
0.574223845,0.595914219,0.573605979,0.676188457,0.61374451,0.611690255,0.630607083
0.562414006,0.58064109,0.572358235,0.683594099,0.644460932,0.643688926,0.651870121
0.554618023,0.568373826,0.572188908,0.684534123,0.657272241,0.65716788,0.659775992
0.549419187,0.558855223,0.571136288,0.682586451,0.660922598,0.661145402,0.66103628
0.545488632,0.551393825,0.568923206,0.679522409,0.660193093,0.660563897,0.659237306
0.541979134,0.54528834,0.565811313,0.676134679,0.657554767,0.657985381,0.6561782
0.538465849,0.539989415,0.562135968,0.672729022,0.65419637,0.654647185,0.652690408
0.534790503,0.535124532,0.558154941,0.669391425,0.650636886,0.651092318,0.649115716
0.52651307,0.53204856,0.558631307,0.6371056,0.645372971,0.647525196,0.631576656
0.519158402,0.529642697,0.560582737,0.628158463,0.620812773,0.622126715,0.613219666
0.514932312,0.526822463,0.55876863,0.619253446,0.605360937,0.606349864,0.600202872
0.511359201,0.523718448,0.555261448,0.61254313,0.594589963,0.595383434,0.590904084
0.507653185,0.520285866,0.551073854,0.607292985,0.586728363,0.587400893,0.583958986
0.503676056,0.516512788,0.546669801,0.602916407,0.580669774,0.581269553,0.578458819
0.499486885,0.512438559,0.542233551,0.59904103,0.575699783,0.576257545,0.57381901
0.49517257,0.508127008,0.537821352,0.595442267,0.571366851,0.571901517,0.56967546
0.490796725,0.503643639,0.533437664,0.591989827,0.56739427,0.567917239,0.565807853
0.486395511,0.499042447,0.529071821,0.588610258,0.5636179,0.564135803,0.562087568
