T2,T3,T4,T5,T6,T7,T8
0.699130331,0.667509151,0.618127529,0.395657671,0.370782979,0.372300668,0.362987134
0.705165222,0.678978856,0.622380099,0.383894761,0.353888484,0.355176031,0.347847178
0.710663379,0.689112738,0.626781243,0.374871475,0.340731052,0.341830944,0.336117936
0.724886152,0.689582149,0.601958064,0.608054623,0.344649392,0.331562682,0.442870534
0.734609263,0.67960104,0.567323618,0.645696693,0.511384293,0.505416085,0.557145181
0.736216056,0.669665764,0.559583262,0.682076361,0.598986569,0.595732557,0.624622758
0.73675525,0.662000738,0.563093935,0.702688251,0.648319606,0.646586397,0.662678426
0.73851142,0.657229403,0.570590485,0.71411195,0.675890193,0.67501276,0.68390375
0.741801113,0.655192079,0.578796733,0.720748813,0.691315459,0.690901639,0.695888743
0.746265561,0.655408054,0.58644942,0.725082398,0.700239007,0.700062903,0.703043627
0.751430508,0.657329438,0.593234718,0.728439815,0.705879939,0.705815895,0.70784325
0.756911626,0.660462543,0.59923157,0.731485639,0.710004475,0.709985891,0.711617514
0.762457304,0.664412879,0.604639947,0.734520679,0.713533142,0.713526931,0.715038834
0.721237501,0.671717319,0.622133382,0.787537756,0.719828113,0.716902523,0.74246754
0.677785758,0.669688784,0.646307183,0.792257844,0.75834757,0.757312203,0.76708637
0.666080046,0.666238414,0.664108433,0.795118141,0.773905215,0.773574402,0.777457031
0.66737843,0.66636984,0.675533639,0.797185757,0.780438533,0.780349939,0.782200083
0.672761668,0.669529105,0.683188848,0.7998375,0.784126152,0.784082666,0.785542517
0.678838399,0.674339366,0.68911471,0.803131957,0.787435653,0.787375926,0.788951737
0.684670713,0.679841292,0.694417767,0.806822682,0.791042617,0.790959232,0.792712644
0.69018004,0.685558565,0.699571087,0.81070112,0.794972827,0.794872335,0.796746194
0.695486602,0.691307857,0.70473042,0.814650096,0.799103652,0.798993152,0.800928559
0.700699259,0.697039989,0.709924471,0.81861831,0.803331324,0.803215155,0.805176295
0.726346787,0.70187934,0.710795933,0.777206379,0.804943468,0.807477381,0.787566049
0.761178799,0.710030728,0.707328706,0.7728897,0.776234287,0.777408787,0.768859416
0.78467201,0.720445461,0.703294729,0.769868506,0.762854152,0.763457527,0.759689014
0.800327966,0.730843661,0.700682477,0.770559897,0.75760926,0.757872812,0.756934609
0.810945065,0.740326269,0.699966183,0.773357526,0.757205516,0.757273237,0.757951796
0.818536009,0.74870033,0.700995916,0.777159451,0.75951242,0.759475919,0.761002888
0.824441591,0.756087853,0.703403152,0.781343943,0.763200195,0.76311406,0.765032038
0.829497109,0.762714649,0.706797256,0.785595768,0.7674928,0.767387127,0.769444774
0.8341878,0.768807576,0.710848108,0.789777783,0.77197407,0.771863824,0.773936239
0.838772658,0.774553521,0.715308215,0.793848306,0.776444963,0.776336435,0.778371919
0.772749333,0.777232701,0.738949403,0.880524373,0.785665817,0.78072373,0.822588697
0.725794907,0.763521417,0.766854798,0.878288864,0.845850639,0.84445585,0.856749101
0.723555962,0.75735566,0.782681536,0.878751298,0.864178676,0.863793381,0.867663949
0.730614338,0.759286043,0.79102472,0.881247682,0.870710265,0.870540793,0.872598401
0.737689564,0.764513186,0.796974827,0.885007779,0.875001769,0.874842928,0.876790037
0.743831802,0.770582256,0.802496089,0.889188336,0.87928211,0.879107511,0.881163645
0.749508302,0.776746338,0.808042566,0.893449634,0.883754418,0.883569752,0.885685439
0.755045649,0.78287568,0.813642381,0.897708163,0.888313984,0.888124538,0.890257047
0.760558574,0.788978234,0.819264696,0.901956781,0.892894303,0.892701792,0.894836355
0.766072066,0.795070325,0.824891472,0.906199861,0.897474779,0.897279518,0.899413306
0.76991061,0.804728308,0.838363149,0.831439367,0.897432487,0.901854258,0.865896718
0.780572199,0.817843567,0.853167525,0.817159742,0.844372605,0.846671258,0.828500422
0.791296455,0.83062733,0.861574328,0.802490554,0.813527105,0.814984945,0.803907836
0.799334394,0.84166069,0.868045411,0.793761154,0.794711212,0.7956427,0.789004538
0.805604046,0.850768271,0.873817851,0.789255741,0.783722094,0.784309549,0.780565951
0.810923103,0.858352934,0.879187242,0.787486455,0.777840771,0.778204449,0.776337386
0.815694256,0.86485814,0.884241837,0.78747057,0.775265177,0.775483896,0.774825355
0.820098689,0.870613711,0.889036137,0.788568722,0.774814424,0.774939785,0.775053998
0.824229359,0.875838552,0.89361262,0.790364533,0.77571813,0.775783683,0.776386572
0.82814155,0.880673926,0.898003872,0.792585613,0.777473817,0.777501489,0.778407119
0.860826628,0.885574386,0.896805006,0.713012486,0.774955451,0.779757435,0.741288181
0.907714791,0.896366029,0.890757143,0.68608305,0.716262499,0.719403892,0.694933784
0.939711866,0.910990813,0.885029896,0.655283774,0.671970674,0.674506359,0.655259542
0.961172684,0.926619087,0.880559896,0.629620237,0.636342983,0.638446263,0.62294777
0.975379744,0.941671845,0.877584746,0.609119401,0.607707932,0.609455992,0.59703408
0.984720041,0.955367224,0.876021041,0.592946029,0.584884161,0.586338754,0.576454301
0.990878371,0.967410351,0.875647087,0.580292865,0.566844625,0.568059276,0.560246636
0.99500961,0.977784693,0.876203751,0.570473473,0.552700868,0.553721105,0.547584435
0.997884115,0.986618957,0.877444901,0.562921362,0.541701609,0.542565423,0.537775089
1,0.994104003,0.879160282,0.557175555,0.533224096,0.533962724,0.530248168
0.939154118,0.992397548,0.890273019,0.731809037,0.537223484,0.527398044,0.610818676
0.881984339,0.967477529,0.904777144,0.763708651,0.661717193,0.656972421,0.697842189
0.865791081,0.945859503,0.914803706,0.796134387,0.731756941,0.728975871,0.753287945
0.863452741,0.933119897,0.920132366,0.81702158,0.77424497,0.772579825,0.787467835
0.864685051,0.926947026,0.923301864,0.830482436,0.80055433,0.79954779,0.808869002
0.866506347,0.92459411,0.925784939,0.839444584,0.817263462,0.816649644,0.822645898
0.868314959,0.924290657,0.92812681,0.845641749,0.828216262,0.827839814,0.831821014
0.870072832,0.925068544,0.930453941,0.850115244,0.835666178,0.835435366,0.838177611
0.871803253,0.926418389,0.932761287,0.853500789,0.840954306,0.840813781,0.842783634
0.873507547,0.928065618,0.935022278,0.856190133,0.844889548,0.844805759,0.846287611
0.875882995,0.932758892,0.946540585,0.766166705,0.842570852,0.847918329,0.804603508
0.885619927,0.941590645,0.961476853,0.73495411,0.776320916,0.77984448,0.751915457
0.896211845,0.95174943,0.970681607,0.698381191,0.7253788,0.728276682,0.705769275
0.904768342,0.961794996,0.977329,0.666752653,0.68325128,0.685717269,0.66698792
0.911383321,0.970854025,0.982710223,0.640292938,0.648149493,0.65026209,0.634626805
0.916612449,0.97866722,0.9872869,0.618256437,0.618907333,0.620725194,0.607670471
0.920871292,0.985283761,0.991227001,0.599917657,0.594560641,0.596132588,0.585230902
0.924403698,0.990852447,0.994615868,0.584661573,0.574298,0.575664884,0.566558212
0.927352419,0.995530444,0.997519835,0.571973286,0.557439901,0.558635855,0.551025005
0.92981098,0.999455039,1,0.561423444,0.543418384,0.54447201,0.538107054
0.927658177,1,0.988207627,0.68809339,0.539679511,0.532694363,0.59266943
0.913496177,0.992204175,0.974186656,0.717659121,0.629993535,0.626297183,0.658678662
0.90241088,0.981895128,0.970276619,0.749603915,0.687199256,0.684769357,0.706410733
0.896479549,0.973184129,0.969081826,0.772174262,0.726193048,0.724577264,0.739303463
0.893534426,0.967000166,0.968622917,0.787661052,0.752861815,0.751799764,0.761822075
0.892011125,0.962941632,0.968472986,0.79831466,0.77112319,0.770437164,0.777263588
0.891169201,0.960377555,0.968531562,0.805685762,0.783672255,0.783241597,0.787897307
0.890688129,0.958797504,0.968737353,0.810818003,0.792339062,0.792082177,0.795259777
0.890414745,0.957848218,0.969032366,0.814414871,0.798359368,0.798221373,0.800388615
0.890260446,0.957296142,0.969368499,0.816953374,0.802568173,0.802511723,0.803984679
0.893091786,0.95753723,0.968969523,0.811671749,0.805116097,0.805530178,0.803107034
0.895498283,0.958877239,0.968486175,0.811407231,0.802107516,0.802367643,0.801230902
0.896055464,0.959943093,0.968469301,0.810680133,0.80048531,0.800698388,0.799957414
0.896080454,0.960579508,0.968664618,0.810169168,0.799486642,0.799674743,0.799144984
0.895968564,0.96090954,0.968883987,0.809822161,0.798848639,0.799022062,0.798616826
0.895797983,0.961042013,0.969049241,0.809573091,0.798424771,0.798589507,0.798257597
0.89556928,0.961036363,0.969138656,0.80937605,0.79812558,0.798285635,0.797994539
0.89527526,0.960921888,0.969150488,0.809200141,0.797894151,0.798051996,0.79778051
0.894913272,0.960713446,0.969088227,0.809023941,0.797692593,0.797849781,0.797583767
0.894484264,0.96041941,0.968955364,0.808832439,0.797495281,0.797653222,0.797382781
0.908514306,0.955953203,0.940546643,0.992823461,0.808057072,0.797444251,0.885979139
0.913618291,0.944616181,0.910702231,0.997521834,0.93782586,0.934273384,0.963898721
0.909696445,0.933703156,0.908800454,1,0.982673147,0.98150778,0.991210041
0.907203995,0.92633091,0.91198062,0.998701892,0.996843946,0.99656156,0.998907541
0.906562944,0.922103699,0.914464083,0.997024714,1,1,1
0.906653062,0.9198707,0.915554331,0.995790586,0.999823441,0.999889701,0.999344085
0.906728034,0.918669442,0.915716675,0.994981291,0.998976491,0.999044703,0.998486554
0.90651902,0.917902437,0.915424572,0.994413633,0.998190858,0.99824967,0.997773282
0.906012579,0.917259953,0.914949176,0.993939102,0.997558673,0.997610973,0.997191381
0.905278949,0.916605959,0.914405895,0.993473025,0.997015631,0.997066076,0.996665423
0.888467927,0.916833025,0.919848215,0.993604337,0.996530133,0.996544905,0.996440551
0.873595394,0.914307246,0.926921737,0.992048852,0.996191007,0.99628267,0.995545621
0.869222767,0.91173982,0.929657348,0.990380127,0.994811079,0.994927814,0.993991946
0.867899014,0.910081499,0.930118778,0.989187826,0.993275816,0.993379228,0.992560844
0.867100824,0.908928167,0.929642219,0.988317903,0.992019148,0.992105132,0.991436956
0.866199074,0.907914632,0.928846401,0.987569673,0.991027398,0.991103328,0.990522226
0.865135452,0.906877449,0.927950113,0.986831645,0.990170701,0.990243718,0.989691096
0.863959561,0.905770367,0.927007468,0.986060679,0.989347649,0.989421817,0.988864994
0.862710591,0.904591084,0.926021764,0.985246574,0.988506674,0.988583418,0.988008879
0.861406149,0.90334546,0.92498757,0.984388602,0.987627023,0.987706996,0.987110648
0.878732321,0.905405176,0.925627637,0.873324225,0.98026122,0.986786581,0.933051523
0.906707398,0.91416975,0.926228913,0.835703433,0.897509682,0.901672468,0.86785205
0.925991369,0.924989855,0.923653514,0.793705772,0.836188781,0.839473066,0.813211966
0.938551121,0.935902671,0.919831728,0.759089707,0.787537847,0.790205364,0.769281188
0.94615191,0.945817019,0.915725016,0.73150065,0.748776585,0.750953195,0.734275983
0.950231652,0.954217449,0.911790928,0.709616594,0.717967875,0.719751601,0.706472804
0.951892023,0.960948257,0.908206743,0.692247277,0.693514037,0.694986004,0.684405036
0.951940112,0.966061762,0.90499981,0.678417699,0.674093629,0.675320089,0.666863619
0.950944646,0.969717225,0.902127847,0.667346107,0.658628901,0.659663435,0.652868609
0.949292795,0.972116601,0.899521996,0.658413837,0.646253408,0.647138835,0.641636803
0.925860357,0.962331377,0.87279801,0.980989212,0.655567651,0.63704867,0.791588756
0.882131065,0.932005909,0.85251485,0.981221959,0.879773583,0.873939953,0.922680705
0.855183259,0.904178178,0.865105755,0.978770609,0.951451103,0.949829009,0.96345872
0.845072602,0.886281119,0.876374242,0.972328017,0.969845172,0.969663043,0.971318863
0.842898217,0.876414695,0.881474611,0.967145059,0.970893679,0.971091275,0.96960946
0.842881367,0.871195504,0.882304953,0.96374975,0.967868432,0.968104401,0.966320926
0.842665727,0.868140251,0.881100462,0.961508557,0.964771965,0.964971091,0.963507906
0.841717024,0.865885487,0.879174829,0.959812578,0.962330638,0.962496275,0.961321888
0.840156995,0.863821584,0.877092669,0.958304167,0.960381569,0.960530061,0.959507513
0.838222104,0.861730685,0.875025445,0.956820969,0.958668804,0.958811784,0.957842268
0.846069772,0.862026186,0.874342512,0.890409639,0.95323163,0.957170339,0.924914337
0.85915982,0.866436098,0.87284359,0.876157123,0.904595475,0.906659809,0.890114518
0.866807751,0.871188807,0.867866192,0.862462936,0.876365504,0.87767708,0.867487006
0.870142503,0.87494033,0.862255127,0.853846922,0.858922464,0.859778307,0.85343621
0.870534782,0.87725411,0.857090169,0.848495196,0.84816509,0.84874243,0.844754051
0.869128105,0.878164471,0.852667108,0.8450002,0.841463545,0.841877177,0.839273056
0.866734672,0.877905593,0.848939975,0.842490263,0.837117485,0.837439918,0.835609421
0.863869632,0.876759376,0.845746038,0.84045777,0.834066926,0.834342274,0.832916773
0.860827953,0.874981976,0.842911314,0.838622318,0.831680155,0.831933606,0.830699955
0.857758444,0.872776811,0.840292274,0.836840207,0.829596348,0.829842009,0.828684437
0.819307693,0.87366729,0.861749086,0.739319758,0.822025371,0.827867939,0.780573022
0.798962372,0.869965785,0.891233314,0.700734312,0.748185591,0.752229805,0.720147715
0.80334863,0.869189991,0.904274013,0.655964818,0.688855422,0.69230536,0.665429217
0.810389399,0.872097284,0.909514227,0.616197711,0.637976509,0.641001682,0.617888861
0.815195956,0.876208556,0.911616558,0.581907958,0.594179773,0.596842933,0.576940187
0.817784203,0.879943964,0.912431965,0.552405478,0.556517329,0.558870201,0.541719932
0.818906516,0.882733224,0.912550087,0.526969733,0.524110546,0.526199445,0.511392013
0.819094515,0.884510834,0.912135594,0.504976663,0.496172219,0.498037517,0.485216916
0.818628399,0.885382897,0.911250361,0.485898762,0.472022132,0.473698347,0.46256104
0.817650919,0.885483141,0.909944236,0.469290573,0.451081633,0.452597916,0.442886641
0.826736198,0.885398383,0.896916145,0.499316114,0.435465108,0.434241528,0.447214127
0.832540681,0.886160156,0.878511874,0.503563566,0.453219996,0.452739639,0.459489835
0.829437661,0.885362806,0.8668801,0.511777921,0.465631807,0.465346964,0.470421183
0.82350671,0.882665837,0.859270084,0.518616634,0.475441139,0.475289356,0.479215777
0.817271325,0.878630743,0.853846772,0.523750915,0.483086009,0.483049964,0.485982125
0.811557149,0.87388766,0.849516424,0.527384801,0.48882599,0.488890629,0.490963641
0.806478912,0.868889258,0.84568688,0.529770131,0.492930716,0.493080423,0.494430297
0.801914501,0.86389546,0.842064292,0.531138486,0.495668169,0.495888414,0.496642637
0.797703178,0.859026391,0.838516378,0.531688364,0.497284951,0.497562776,0.497833546
0.793713744,0.854318677,0.834989411,0.531583285,0.497994882,0.498319393,0.498201183
0.784433083,0.843060552,0.804893239,0.791592102,0.513218119,0.498338876,0.623576028
0.757362975,0.818794946,0.775432286,0.816032005,0.698318396,0.692413773,0.742666012
0.735382841,0.79436715,0.773815436,0.835257905,0.778932985,0.776406669,0.798376397
0.724134347,0.775887042,0.776602834,0.840679441,0.813516414,0.812613987,0.82100988
0.719229531,0.763547786,0.777823617,0.840462434,0.826213266,0.826043448,0.828330551
0.716730455,0.755542683,0.776963405,0.83838447,0.829269957,0.829401599,0.829185409
0.714634449,0.750037408,0.774759439,0.835857189,0.828476305,0.828719221,0.827589621
0.712252754,0.745768132,0.771895233,0.833304987,0.826323321,0.826602013,0.825188474
0.709496007,0.742021423,0.768767436,0.830803211,0.823767851,0.824056336,0.822574555
0.706460955,0.738451764,0.765554103,0.828334517,0.821123866,0.821415129,0.819924021
0.696115536,0.735418066,0.767653137,0.804619964,0.817226829,0.818762767,0.807023513
0.689103166,0.732023782,0.770455663,0.798259279,0.799088558,0.799990086,0.793576931
0.686455659,0.729094723,0.768888661,0.792252888,0.788098497,0.788748694,0.784465458
0.683968321,0.726318019,0.765831272,0.787850369,0.780723418,0.781227775,0.778184447
0.680994988,0.723328688,0.762388872,0.784351584,0.775463747,0.77588644,0.773544167
0.677683901,0.720045949,0.758893327,0.781302262,0.771382919,0.771762795,0.769793946
0.674215676,0.716527354,0.755406704,0.778463243,0.76792107,0.768280361,0.766499597
0.670684784,0.712851799,0.751921827,0.775716331,0.764767374,0.765117669,0.763426506
0.667125872,0.709078512,0.7484257,0.773004689,0.761758165,0.762105656,0.760453672
0.66354746,0.705243069,0.744910372,0.770301209,0.758810743,0.75915822,0.757520438
0.672782115,0.703775192,0.741497842,0.703349474,0.752126964,0.756232938,0.723622149
0.687322574,0.70723205,0.737420417,0.682777954,0.702012932,0.704551384,0.685128209
0.694566866,0.711526022,0.731788404,0.661207822,0.667504497,0.669421132,0.65530417
0.696953295,0.714999413,0.726086372,0.644628271,0.642034855,0.643533218,0.632996602
0.696352948,0.717058711,0.720783897,0.632097967,0.623046254,0.624243295,0.616289458
0.694036191,0.717655363,0.715946149,0.622471972,0.608745276,0.609727026,0.603621992
0.690796858,0.716978976,0.711490891,0.614884009,0.597789567,0.598619659,0.593822075
0.687098036,0.715289054,0.707304073,0.608714389,0.589193353,0.58991766,0.586035946
0.683190957,0.712834011,0.703285612,0.603526767,0.582246543,0.582897957,0.579653421
0.67920209,0.709821659,0.699361416,0.59901742,0.576446189,0.577047707,0.574244554
0.666238321,0.69952768,0.679660524,0.788233811,0.582741003,0.57200726,0.662688955
0.641538359,0.678063473,0.662414775,0.792177541,0.714539199,0.71102729,0.741456167
0.624372924,0.658284165,0.664549498,0.793752992,0.760459519,0.759451408,0.768990002
0.616120671,0.644229037,0.667228665,0.790192268,0.773827076,0.7737961,0.775204541
0.612243505,0.634985843,0.667135371,0.785901093,0.774907027,0.775202335,0.773912982
0.609591644,0.628657896,0.6648866,0.782055738,0.77213019,0.772505821,0.770568033
0.606837359,0.623763715,0.661536525,0.778698904,0.768550583,0.768931,0.766972912
0.603667508,0.619445467,0.657763811,0.775632968,0.765037008,0.765407715,0.763546563
0.600147029,0.615297153,0.653881898,0.772692805,0.761709583,0.762073604,0.760285529
0.596410531,0.611161396,0.6499963,0.769787329,0.75850369,0.758865661,0.757111081
0.597512586,0.611866036,0.653242995,0.663181727,0.749283623,0.75571051,0.703966214
0.604142901,0.617954987,0.660113829,0.626094053,0.669245248,0.673430079,0.640590544
